account_from;account_to;sender;receiver;amount;channel;currency;date;flag;location;transaction_type;transaction_id
Account 20;Account 24;Individuals 10;Individuals 14;6.29;CHAPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6516
Account 20;Account 24;Individuals 10;Individuals 14;68.51;FPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6517
Account 20;Account 24;Individuals 10;Individuals 14;3.56;FPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6518
Account 20;Account 24;Individuals 10;Individuals 14;45.76;CHAPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6519
Account 20;Account 24;Individuals 10;Individuals 14;48.52;CHAPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6520
Account 20;Account 24;Individuals 10;Individuals 14;17.79;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6521
Account 11;Account 61;Fraudulent_individuals 1;Individuals 51;3.52;CHAPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6522
Account 83;Account 96;Individuals 73;Individuals 86;53.65;CHAPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6523
Account 64;Account 95;Individuals 54;Individuals 85;26.04;LINK;GBP;2/04/2021 9:03;transaction;UK;0.2;6524
Account 7;Account 9;Businesses 7;Businesses 9;656.83;FPS;GBP;2/04/2021 9:03;transaction;UK;0.1;6525
Account 36;Account 58;Individuals 26;Individuals 48;17.73;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6526
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;60.31;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6527
Account 82;Account 46;Individuals 72;Individuals 36;17.73;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6528
Account 45;Account 32;Individuals 35;Individuals 22;10.7;LINK;GBP;2/04/2021 9:03;transaction;UK;0.2;6529
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;33.72;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6530
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;53.45;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6531
Account 55;Account 30;Individuals 45;Individuals 20;59.86;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6532
Account 4;Account 6;Businesses 4;Businesses 6;1168.24;FPS;GBP;2/04/2021 9:03;transaction;UK;0.1;6533
Account 4;Account 6;Businesses 4;Businesses 6;395.75;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.1;6534
Account 91;Account 6;Individuals 81;Businesses 6;16.63;LINK;GBP;2/04/2021 9:03;transaction;UK;0.2;6535
Account 76;Account 91;Individuals 66;Individuals 81;9.58;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6536
Account 72;Account 27;Individuals 62;Individuals 17;6.33;FPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6537
Account 46;Account 52;Individuals 36;Individuals 42;16.3;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6538
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;0.97;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6539
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;2005.59;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.1;6540
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;4134.21;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.1;6541
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;4073.87;FPS;GBP;3/04/2021 9:03;transaction;UK;0.1;6542
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;10288.48;Bacs;GBP;3/04/2021 9:03;transaction;UK;3.3;6543
Account 92;Account 75;Individuals 82;Individuals 65;39.69;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6544
Account 92;Account 75;Individuals 82;Individuals 65;138.05;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6545
Account 92;Account 75;Individuals 82;Individuals 65;0.93;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6546
Account 69;Account 81;Individuals 59;Individuals 71;26.04;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6547
Account 11;Account 61;Fraudulent_individuals 1;Individuals 51;31.99;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6548
Account 70;Account 75;Individuals 60;Individuals 65;25.11;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6549
Account 6;Account 8;Businesses 6;Businesses 8;47151.94;Bacs;GBP;3/04/2021 9:03;transaction;UK;2.2;6550
Account 6;Account 70;Businesses 6;Individuals 60;1521.92;Bacs;GBP;3/04/2021 9:03;transaction;UK;5;6551
Account 6;Account 8;Businesses 6;Businesses 8;63942.89;FPS;GBP;3/04/2021 9:03;transaction;UK;2.2;6552
Account 6;Account 70;Businesses 6;Individuals 60;1238.73;LINK;GBP;3/04/2021 9:03;transaction;UK;5;6553
Account 6;Account 8;Businesses 6;Businesses 8;400.31;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.1;6554
Account 6;Account 8;Businesses 6;Businesses 8;219.79;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.1;6555
Account 6;Account 8;Businesses 6;Businesses 8;384.91;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.1;6556
Account 6;Account 8;Businesses 6;Businesses 8;384.96;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.1;6557
Account 6;Account 8;Businesses 6;Businesses 8;165.29;LINK;GBP;3/04/2021 9:03;transaction;UK;0.1;6558
Account 6;Account 8;Businesses 6;Businesses 8;773.34;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.1;6559
Account 6;Account 8;Businesses 6;Businesses 8;2069.13;LINK;GBP;3/04/2021 9:03;transaction;UK;0.1;6560
Account 6;Account 8;Businesses 6;Businesses 8;988.53;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.1;6561
Account 6;Account 8;Businesses 6;Businesses 8;161.86;LINK;GBP;3/04/2021 9:03;transaction;UK;0.1;6562
Account 6;Account 8;Businesses 6;Businesses 8;4064.11;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.1;6563
Account 74;Account 59;Individuals 64;Individuals 49;43.25;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6564
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;2.05;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6565
Account 14;Account 0;Fraudulent_individuals 4;Fraudulent_businesses 0;6.53;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6566
Account 66;Account 70;Individuals 56;Individuals 60;19.84;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6567
Account 53;Account 43;Individuals 43;Individuals 33;66.25;LINK;GBP;3/04/2021 9:03;transaction;UK;0.2;6568
Account 64;Account 95;Individuals 54;Individuals 85;59.87;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6569
Account 76;Account 91;Individuals 66;Individuals 81;52.91;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6570
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;6.37;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6571
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;14.9;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6572
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;26.06;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6573
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;19.1;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6574
Account 68;Account 9;Individuals 58;Businesses 9;10.66;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6575
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;2.4;LINK;GBP;3/04/2021 9:03;transaction;UK;0.2;6576
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;172.31;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6577
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;19.37;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6578
Account 71;Account 62;Individuals 61;Individuals 52;32.01;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6579
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;38;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6580
Account 7;Account 9;Businesses 7;Businesses 9;670.09;LINK;GBP;3/04/2021 9:03;transaction;UK;0.1;6581
Account 3;Account 9;Businesses 3;Businesses 9;369.37;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.1;6582
Account 2;Account 5;Businesses 2;Businesses 5;1934.03;FPS;GBP;3/04/2021 9:03;transaction;UK;0.1;6583
Account 2;Account 5;Businesses 2;Businesses 5;1538.61;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.1;6584
Account 2;Account 5;Businesses 2;Businesses 5;1940;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.1;6585
Account 94;Account 64;Individuals 84;Individuals 54;66.19;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6586
Account 83;Account 96;Individuals 73;Individuals 86;6.3;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6587
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;38.09;LINK;GBP;3/04/2021 9:03;transaction;UK;0.2;6588
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;58.37;LINK;GBP;3/04/2021 9:03;transaction;UK;0.2;6589
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;88.39;LINK;GBP;3/04/2021 9:03;transaction;UK;0.2;6590
Account 13;Account 5;Fraudulent_individuals 3;Businesses 5;66.21;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6591
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;10.68;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6592
Account 13;Account 5;Fraudulent_individuals 3;Businesses 5;26.06;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6593
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;59.86;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6594
Account 24;Account 37;Individuals 14;Individuals 27;32.05;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6595
Account 84;Account 60;Individuals 74;Individuals 50;109.66;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6596
Account 20;Account 24;Individuals 10;Individuals 14;18.8;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6597
Account 20;Account 24;Individuals 10;Individuals 14;6.52;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6598
Account 20;Account 24;Individuals 10;Individuals 14;26.06;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6599
Account 20;Account 24;Individuals 10;Individuals 14;10.65;LINK;GBP;3/04/2021 9:03;transaction;UK;0.2;6600
Account 80;Account 7;Individuals 70;Businesses 7;33.85;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6601
Account 8;Account 4;Businesses 8;Businesses 4;534.87;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.1;6602
Account 8;Account 4;Businesses 8;Businesses 4;342.24;FPS;GBP;3/04/2021 9:03;transaction;UK;0.1;6603
Account 4;Account 6;Businesses 4;Businesses 6;137.61;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.1;6604
Account 4;Account 6;Businesses 4;Businesses 6;1373.22;LINK;GBP;3/04/2021 9:03;transaction;UK;0.1;6605
Account 4;Account 6;Businesses 4;Businesses 6;51684.27;C&CCC;GBP;3/04/2021 9:03;transaction;UK;2.2;6606
Account 4;Account 6;Businesses 4;Businesses 6;649.1;LINK;GBP;3/04/2021 9:03;transaction;UK;0.1;6607
Account 4;Account 6;Businesses 4;Businesses 6;1597.53;LINK;GBP;3/04/2021 9:03;transaction;UK;0.1;6608
Account 4;Account 6;Businesses 4;Businesses 6;481.72;Paym;GBP;3/04/2021 9:03;transaction;UK;0.1;6609
Account 4;Account 6;Businesses 4;Businesses 6;520.88;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.1;6610
Account 37;Account 78;Individuals 27;Individuals 68;17.74;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6611
Account 9;Account 6;Businesses 9;Businesses 6;677.37;FPS;GBP;3/04/2021 9:03;transaction;UK;0.1;6612
Account 28;Account 21;Individuals 18;Individuals 11;59.04;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6613
Account 28;Account 21;Individuals 18;Individuals 11;211.56;LINK;GBP;3/04/2021 9:03;transaction;UK;0.2;6614
Account 28;Account 6;Individuals 18;Businesses 6;211.07;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6615
Account 10;Account 83;Fraudulent_individuals 0;Individuals 73;38.03;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6616
Account 65;Account 86;Individuals 55;Individuals 76;144.57;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6617
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;210.53;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6618
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;18.74;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6619
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;0.96;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6620
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;44.98;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6621
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;3.22;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6622
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;48.6;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6623
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;38;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6624
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;9.93;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6625
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;6.52;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6626
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;59.88;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6627
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;31.99;Bacs;GBP;3/04/2021 9:03;transaction;UK;0.2;6628
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;19.35;CHAPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6629
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;39.67;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6630
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;20.36;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6631
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;0.95;LINK;GBP;3/04/2021 9:03;transaction;UK;0.2;6632
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;53.63;C&CCC;GBP;3/04/2021 9:03;transaction;UK;0.2;6633
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;19.08;Paym;GBP;3/04/2021 9:03;transaction;UK;0.2;6634
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;66.33;FPS;GBP;3/04/2021 9:03;transaction;UK;0.2;6635
Account 8;Account 4;Businesses 8;Businesses 4;361.65;LINK;GBP;4/04/2021 9:03;transaction;UK;1.2;6636
Account 8;Account 4;Businesses 8;Businesses 4;4067.45;Paym;GBP;4/04/2021 9:03;transaction;UK;0.1;6637
Account 9;Account 6;Businesses 9;Businesses 6;3440.52;FPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6638
Account 3;Account 9;Businesses 3;Businesses 9;1373.31;Paym;GBP;4/04/2021 9:03;transaction;UK;0.1;6639
Account 35;Account 78;Individuals 25;Individuals 68;38.01;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.2;6640
Account 87;Account 72;Individuals 77;Individuals 62;5.66;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.2;6641
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;268.76;Bacs;GBP;4/04/2021 9:03;transaction;UK;1.2;6642
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;146.14;Bacs;GBP;4/04/2021 9:03;transaction;UK;1.2;6643
Account 86;Account 14;Individuals 76;Fraudulent_individuals 4;109.72;LINK;GBP;4/04/2021 9:03;transaction;UK;0.2;6644
Account 76;Account 91;Individuals 66;Individuals 81;48;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.2;6645
Account 2;Account 5;Businesses 2;Businesses 5;1644.37;FPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6646
Account 2;Account 5;Businesses 2;Businesses 5;394.85;FPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6647
Account 2;Account 5;Businesses 2;Businesses 5;562.79;FPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6648
Account 2;Account 5;Businesses 2;Businesses 5;573.78;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.1;6649
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;109.59;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.2;6650
Account 98;Account 87;Individuals 88;Individuals 77;5.38;Paym;GBP;4/04/2021 9:03;transaction;UK;0.2;6651
Account 42;Account 56;Individuals 32;Individuals 46;59.93;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6652
Account 60;Account 64;Individuals 50;Individuals 54;43.34;Paym;GBP;4/04/2021 9:03;transaction;UK;0.2;6653
Account 60;Account 64;Individuals 50;Individuals 54;59.61;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6654
Account 75;Account 78;Individuals 65;Individuals 68;19.76;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.2;6655
Account 75;Account 35;Individuals 65;Individuals 25;5.65;Paym;GBP;4/04/2021 9:03;transaction;UK;0.2;6656
Account 28;Account 21;Individuals 18;Individuals 11;43.3;LINK;GBP;4/04/2021 9:03;transaction;UK;0.2;6657
Account 99;Account 15;Individuals 89;Fraudulent_individuals 5;59.45;LINK;GBP;4/04/2021 9:03;transaction;UK;0.2;6658
Account 53;Account 43;Individuals 43;Individuals 33;9.99;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.2;6659
Account 92;Account 75;Individuals 82;Individuals 65;10.68;Paym;GBP;4/04/2021 9:03;transaction;UK;0.2;6660
Account 92;Account 75;Individuals 82;Individuals 65;10.75;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6661
Account 92;Account 75;Individuals 82;Individuals 65;4.03;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6662
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;6.38;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.2;6663
Account 4;Account 6;Businesses 4;Businesses 6;730.51;Paym;GBP;4/04/2021 9:03;transaction;UK;0.1;6664
Account 4;Account 6;Businesses 4;Businesses 6;1412.33;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.1;6665
Account 4;Account 6;Businesses 4;Businesses 6;1542.12;FPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6666
Account 4;Account 6;Businesses 4;Businesses 6;342.43;FPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6667
Account 4;Account 6;Businesses 4;Businesses 6;529.37;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.1;6668
Account 4;Account 75;Businesses 4;Individuals 65;1490.96;LINK;GBP;4/04/2021 9:03;transaction;UK;5;6669
Account 4;Account 6;Businesses 4;Businesses 6;162.13;Paym;GBP;4/04/2021 9:03;transaction;UK;1.2;6670
Account 4;Account 6;Businesses 4;Businesses 6;1014.03;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.1;6671
Account 4;Account 6;Businesses 4;Businesses 6;710.92;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.1;6672
Account 4;Account 6;Businesses 4;Businesses 6;1237.05;LINK;GBP;4/04/2021 9:03;transaction;UK;0.1;6673
Account 4;Account 6;Businesses 4;Businesses 6;207.89;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.1;6674
Account 13;Account 5;Fraudulent_individuals 3;Businesses 5;38.01;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.2;6675
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;46.04;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.2;6676
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;43.43;Paym;GBP;4/04/2021 9:03;transaction;UK;0.2;6677
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;5.45;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.2;6678
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;53.67;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.2;6679
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;0.32;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.2;6680
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;26.05;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6681
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;51;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6682
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;17.72;LINK;GBP;4/04/2021 9:03;transaction;UK;0.2;6683
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;51;Paym;GBP;4/04/2021 9:03;transaction;UK;0.2;6684
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;19.9;LINK;GBP;4/04/2021 9:03;transaction;UK;0.2;6685
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;7.63;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6686
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;28;LINK;GBP;4/04/2021 9:03;transaction;UK;0.2;6687
Account 93;Account 94;Individuals 83;Individuals 84;19.06;Paym;GBP;4/04/2021 9:03;transaction;UK;0.2;6688
Account 36;Account 58;Individuals 26;Individuals 48;6.52;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6689
Account 94;Account 64;Individuals 84;Individuals 54;30.98;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6690
Account 90;Account 8;Individuals 80;Businesses 8;19.8;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6691
Account 19;Account 97;Individuals 9;Individuals 87;26.06;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6692
Account 89;Account 46;Individuals 79;Individuals 36;17.72;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6693
Account 6;Account 8;Businesses 6;Businesses 8;259.57;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.1;6694
Account 6;Account 8;Businesses 6;Businesses 8;3445.55;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.1;6695
Account 6;Account 8;Businesses 6;Businesses 8;1266.75;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6696
Account 6;Account 8;Businesses 6;Businesses 8;578.88;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6697
Account 6;Account 8;Businesses 6;Businesses 8;1521.46;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6698
Account 6;Account 8;Businesses 6;Businesses 8;143.86;LINK;GBP;4/04/2021 9:03;transaction;UK;0.1;6699
Account 6;Account 8;Businesses 6;Businesses 8;415.19;LINK;GBP;4/04/2021 9:03;transaction;UK;0.1;6700
Account 6;Account 8;Businesses 6;Businesses 8;854.36;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6701
Account 6;Account 8;Businesses 6;Businesses 8;4208.53;FPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6702
Account 6;Account 8;Businesses 6;Businesses 8;1521.29;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.1;6703
Account 6;Account 8;Businesses 6;Businesses 8;1982.67;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6704
Account 6;Account 8;Businesses 6;Businesses 8;1521.34;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.1;6705
Account 6;Account 8;Businesses 6;Businesses 8;998.02;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.1;6706
Account 6;Account 8;Businesses 6;Businesses 8;14.36;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.1;6707
Account 6;Account 8;Businesses 6;Businesses 8;597.88;LINK;GBP;4/04/2021 9:03;transaction;UK;0.1;6708
Account 6;Account 8;Businesses 6;Businesses 8;205.76;LINK;GBP;4/04/2021 9:03;transaction;UK;0.1;6709
Account 6;Account 8;Businesses 6;Businesses 8;327.82;C&CCC;GBP;4/04/2021 9:03;transaction;UK;0.1;6710
Account 6;Account 8;Businesses 6;Businesses 8;558.62;CHAPS;GBP;4/04/2021 9:03;transaction;UK;0.1;6711
Account 6;Account 8;Businesses 6;Businesses 8;1045.05;LINK;GBP;4/04/2021 9:03;transaction;UK;0.1;6712
Account 6;Account 8;Businesses 6;Businesses 8;1189.41;Bacs;GBP;4/04/2021 9:03;transaction;UK;0.1;6713
Account 20;Account 24;Individuals 10;Individuals 14;43.5;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6714
Account 20;Account 24;Individuals 10;Individuals 14;19.39;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6715
Account 20;Account 24;Individuals 10;Individuals 14;58.98;FPS;GBP;4/04/2021 9:03;transaction;UK;0.2;6716
